id,disease_domain,news_title,news_snippet,source_domain,label
MHF536,Zika,GMO mosquitoes are spreading Zika – boycott all mosquito control,"An anti-GMO activist claims Oxitec mosquitoes are engineered to carry Zika, urging communities to reject vector control.",zikagmomosquito.net,Fake
MHF537,Zika,Zika is a cover-up for a failed biological weapon test,"A conspiracy blog claims Zika was accidentally released from a military lab in Brazil, with fabricated ""evidence.""",zikabioweapon.org,Fake
MHF538,Zika,Drinking guava leaf tea cures Zika rash and fever,"A tropical folk remedy claim says guava flavonoids eliminate the virus within hours, with no clinical proof.",guavazikacure.com,Fake
MHF539,Zika,Zika causes homosexuality in unborn boys – shocking study,"A fabricated study claims Zika alters fetal brain development to affect sexual orientation, causing panic among pregnant women.",zikasexualorientation.org,Fake
MHF540,Zika,Repellent bracelets are 100% effective against Zika – DEET is poison,An MLM company sells $50 silicone bracelets claiming they emit ultrasonic waves that repel mosquitoes better than DEET.,zikabraceletshield.com,Fake
MHF541,Zika,Zika virus stays in the body forever – causes lifelong disease,"A misinterpreted study on viral persistence is exaggerated to claim Zika causes chronic, incurable illness.",zikapermanenthreat.org,Fake
MHF542,Zika,Eating spicy food repels Zika mosquitoes – eat chili daily,"A food blog claims capsaicin in chili peppers makes blood repulsive to Aedes mosquitoes, with no evidence.",zikachilishield.com,Fake
MHF543,Zika,Zika is a government conspiracy to sell vaccines to poor countries,An anti-vaccine site claims the Zika outbreak was manufactured to test vaccines on vulnerable populations.,zikavaccineprofit.org,Fake
MHF544,Zika,Zika can be sexually transmitted from female to male only,A distorted epidemiological observation is blown into a claim about gender-specific transmission.,zikasextransmissionmyth.com,Fake
MHF545,Zika,UV light therapy kills Zika in the bloodstream,"A tanning salon chain claims UV-C blood irradiation eliminates the virus, offering expensive ""Zika-clear"" sessions.",zikauvtherapy.org,Fake
MHF546,Zika,Zika is caused by GMO corn – not mosquitoes,"An anti-GMO food blog claims genetically modified corn produces toxins that mimic Zika symptoms, ignoring viral isolation.",zikagmocorn.org,Fake
MHF547,Zika,Zika virus can be cured by drinking coconut milk and papaya,"A Caribbean folk remedy claims tropical fruits ""flush out"" the virus, delaying proper prenatal care.",zikafruitcure.com,Fake
MHF548,Zika,Zika causes blindness in all infected babies – 100% complication rate,"A fabricated study claims universal ocular complications, causing mass panic among pregnant women.",zikablindnessmyth.org,Fake
MHF549,Zika,Magnetic bracelets repel Zika mosquitoes,"A jewelry MLM claims magnets in bracelets create a field that repels Aedes aegypti, with zero entomological basis.",zikamagnetbracelet.com,Fake
MHF550,Zika,Zika is a hoax – all cases are actually dengue misdiagnosis,A denialist blog claims Zika is a fabrication and all positive tests are cross-reactive with dengue antibodies.,zikahoaxexposed.net,Fake
MHF551,SARS,SARS was caused by eating bat soup – WHO cover-up,"A sensationalized claim from an unverified source blames bat consumption, ignoring the actual zoonotic spillover.",sarsbatsoupmyth.com,Fake
MHF552,SARS,SARS can be cured by drinking vinegar and salt solution,"A dangerous home remedy from 2003 resurfaces, claiming acidic rinses kill the virus in the throat.",sarsvinegarcure.org,Fake
MHF553,SARS,SARS is a biological weapon created by the US military,"A decades-old conspiracy theory resurfaces with fabricated ""Pentagon documents"" blaming SARS on bioweapon research.",sarsusbioweapon.net,Fake
MHF554,SARS,Wearing red underwear prevents SARS – Chinese traditional belief,"A superstitious claim goes viral, with people buying red garments as ""protection"" against the coronavirus.",sarsredunderwear.com,Fake
MHF555,SARS,SARS was completely cured by traditional Chinese herbs – Western medicine failed,"An exaggerated claim that a specific herbal blend eliminated all SARS cases in China, ignoring supportive care.",sarsherbalcure.org,Fake
MHF556,SARS,SARS virus lives on surfaces for 5 years – fearmongering claim,A laboratory condition is extrapolated to claim household surfaces remain infectious for half a decade.,sarssurfacelife.com,Fake
MHF557,SARS,Drinking alcohol kills SARS in the stomach – drink daily,An alcohol industry claim suggests ethanol consumption sterilizes the digestive tract against coronaviruses.,sarsalcoholshield.org,Fake
MHF558,SARS,SARS was a US plot to damage China's economy,A geopolitical conspiracy blog claims the 2003 outbreak was engineered to destabilize Asian markets.,sarseconomicplot.net,Fake
MHF559,SARS,Ginger and brown sugar tea cured all SARS patients in Hong Kong,"A folk remedy claim from 2003 resurfaces, selling ""SARS-protective"" tea blends.",sarsgingertea.com,Fake
MHF560,SARS,SARS vaccines cause more deaths than the virus – 2003 data exposed,A manipulated 2003 vaccine trial is used to claim all coronavirus vaccines are deadly.,sarsvaccinedanger.org,Fake
MHF561,HIV/AIDS,HIV is a hoax created to sell condoms and drugs,A denialist blog claims HIV was invented by pharmaceutical companies to profit from antiretrovirals and condoms.,hivhoaxprofit.org,Fake
MHF562,HIV/AIDS,Olive leaf extract cures AIDS in 30 days – clinical proof,A supplement company fabricates a case series claiming 100% viral suppression with olive leaf extract.,oliveleafhivcure.com,Fake
MHF563,HIV/AIDS,HIV was transmitted to humans through polio vaccines – final proof,"An old, discredited hypothesis is repackaged with fabricated ""evidence"" linking OPV to HIV origins.",opvhivorigins.org,Fake
MHF564,HIV/AIDS,Taking a daily shot of wheatgrass juice eliminates HIV,"A juicing influencer claims chlorophyll ""oxygenates"" blood and kills HIV, with no viral load data.",wheatgrasshivcure.com,Fake
MHF565,HIV/AIDS,HIV is a punishment from God – repent and be healed,"A religious extremist group claims HIV is divine punishment, discouraging ART and promoting prayer.",godhivcure.org,Fake
MHF566,HIV/AIDS,Antiretroviral drugs are more toxic than HIV itself,"A misrepresentation of side-effect profiles claims ART is deadlier than the virus, encouraging treatment interruption.",arvtoxicmyth.net,Fake
MHF567,HIV/AIDS,HIV tests are unreliable – 90% false positives,"A denialist blog rehashes outdated ELISA concerns, claiming most positive tests are erroneous.",hivtestfalse.org,Fake
MHF568,HIV/AIDS,Eating raw garlic and onions cures HIV in 6 months,"An African traditional medicine claim says allium compounds eliminate the virus, with no clinical proof.",garlickhivcure.com,Fake
MHF569,HIV/AIDS,HIV is caused by poverty – not a virus,"A bizarre sociological claim suggests HIV is a symptom of malnutrition, ignoring the viral etiology.",hivpovertymyth.org,Fake
MHF570,HIV/AIDS,Moringa and bitter leaf cure AIDS – WHO is silent,"An herbal seller claims a combination of African plants restores CD4 counts, with fabricated lab results.",moringaaidscure.net,Fake
MHF571,HIV/AIDS,PrEP causes osteoporosis in 100% of users,A magnified side-effect warning from a single study is used to scare people away from effective prevention.,prepos teoporosis.org,Fake
MHF572,HIV/AIDS,HIV is spread by mosquitoes – stay indoors,"A decades-old fear resurfaces, diverting attention from sexual and blood-borne transmission.",hivmosquitofear.net,Fake
MHF573,HIV/AIDS,Drinking water with lemon and salt flushes HIV,"A dangerous ""detox"" claim suggests acidic water eliminates the virus from the bloodstream.",lemonsalthivcure.com,Fake
MHF574,HIV/AIDS,HIV was created by the CIA to control Black populations – proof leaked,"A fabricated ""CIA document"" claims HIV was engineered for population control.",cia hivplot.org,Fake
MHF575,HIV/AIDS,High-dose vitamin C injections cure HIV in 2 weeks,A retracted 1990s study is republished to claim ascorbic acid eliminates the virus.,vitaminc hivcure.com,Fake
MHF576,Polio,Polio drops cause sterilization in children – WHO cover-up,"A fabricated WHO document claims OPV contains sterilizing agents, causing mass refusal in Pakistan.",polios terilizationmyth.org,Fake
MHF577,Polio,Polio is caused by drinking cold water – not a virus,"A bizarre cultural belief claims cold water paralyzes children, ignoring the poliovirus etiology.",pol iocoldwater.com,Fake
MHF578,Polio,Polio vaccines contain pork gelatin – forbidden in Islam,"A religious misinformation campaign claims OPV contains haram ingredients, driving vaccine refusal in Muslim communities.",pol ioharammyth.org,Fake
MHF579,Polio,Polio can be cured by massaging with mustard oil,"A traditional remedy claim says oil massage restores paralyzed limbs, delaying essential physiotherapy.",pol iomustardoilcure.com,Fake
MHF580,Polio,Polio is a hoax to sell vaccines – no one has polio anymore,A denialist blog claims polio was eradicated decades ago and all current cases are misdiagnosed.,pol iohoaxexposed.net,Fake
MHF581,Polio,Polio is caused by poor hygiene – not a virus,"A sanitation myth claims polio is a ""dirty water disease"" like cholera, ignoring the fecal-oral transmission route.",pol iohygienemy th.org,Fake
MHF582,Polio,Eating jaggery and turmeric prevents polio,"An Indian folk remedy claim says spices boost immunity against poliovirus, with no scientific basis.",pol iospiceprevent.com,Fake
MHF583,Polio,Polio vaccine causes Guillain-Barré in 1 in 5 children,"A fabricated VAERS analysis claims a 20% neurological complication rate, causing mass panic.",pol iovaxneuro.org,Fake
MHF584,Polio,Polio is a Western conspiracy to harm Muslim children,A geopolitical conspiracy claims polio vaccination campaigns are designed to sterilize Muslim populations.,pol iowesternplot.net,Fake
MHF585,Polio,Drinking goat milk prevents polio – traditional secret,A pastoralist claim says goat milk contains antibodies that neutralize poliovirus.,pol iogoatmilk.com,Fake
MHF586,Cancer,Baking soda and maple syrup cure cancer – cheap and effective,"A dangerous ""alternative"" protocol claims sodium bicarbonate with sugar ""feeds and kills"" cancer cells.",baking sodacancercure.com,Fake
MHF587,Cancer,Fenbendazole (dog dewormer) cures all cancers in 3 weeks,"A veterinary drug is promoted as a cancer cure based on a single unverified testimonial, with no human trials.",fenbendazolecancer.org,Fake
MHF588,Cancer,Cannabis oil shrinks brain tumors in 24 hours,"A sensationalized case report claims THC eliminated a glioblastoma overnight, encouraging patients to skip surgery.",cannabisbraincure.com,Fake
MHF589,Cancer,Cancer is caused by sugar – a zero-carb diet is the cure,A keto-diet guru exaggerates the Warburg effect to claim complete tumor starvation through carbohydrate elimination.,sugarcancermyth.org,Fake
MHF590,Cancer,Ivermectin causes apoptosis in all cancer cells,"A ""repurposed drug"" blog misapplies in-vitro IC50 concentrations to claim ivermectin is a universal cancer cure.",ivermectincancercure.com,Fake
MHF591,Cancer,"Graviola (soursop) kills cancer 10,000x stronger than chemo","A supplement seller cherry-picks in-vitro data to claim graviola is more potent than Adriamycin, ignoring bioavailability.",graviolacancercure.org,Fake
MHF592,Cancer,Vitamin B17 (amygdalin) is the cure that big pharma hides,"A pseudoscience book claims apricot kernels contain a ""natural chemotherapy"" that selectively kills cancer cells.",b17cancercure.com,Fake
MHF593,Cancer,Alkaline water prevents and reverses all cancers,"A water ionizer MLM claims pH 9.5 water neutralizes tumor acidity, selling $5,000 machines.",alkalinecancerprevent.org,Fake
MHF594,Cancer,Gerson therapy cures terminal cancer in weeks,"An outdated coffee-enema protocol is repackaged as a miracle cure, with documented deaths from electrolyte imbalance.",gersontherapycure.com,Fake
MHF595,Cancer,Laetrile is a proven cancer cure – FDA banned it for profit,"An old, discredited cancer therapy is revived, with clinics selling apricot kernel extracts for $1,200/month.",laetrilemiracle.org,Fake
MHF596,Cancer,Turmeric and black pepper replace chemotherapy,A relentless social media campaign claims curcumin with piperine is more effective than IV paclitaxel.,turmericchemokiller.com,Fake
MHF597,Cancer,Mistletoe injections cure pancreatic cancer,"A German ""alternative"" therapy is promoted as a stand-alone cure, with no RCT evidence.",mistletoecancercure.com,Fake
MHF598,Cancer,Shark cartilage stops tumor growth – natural anti-angiogenesis,"An old supplement scam resurfaces, selling shark fins as an anti-VEGF agent with zero clinical benefit.",sharkcartilagecancer.org,Fake
MHF599,Cancer,DCA (sodium dichloroacetate) cures lung cancer in weeks,"A banned veterinary drug is promoted based on a retracted University of Alberta study, causing neuropathy.",dcacancercure.com,Fake
MHF600,Cancer,Black salve draws out cancer roots through the skin,"A quack remedy seller claims topical paste ""digests"" tumors, causing massive tissue necrosis.",blacksalvecancercure.org,Fake
MHF601,Monkeypox,Monkeypox is a side effect of the COVID-19 vaccine,"A conspiracy blog claims monkeypox is caused by vaccine shedding, with no virological evidence.",mpoxvaccinecause.org,Fake
MHF602,Monkeypox,Smallpox vaccines cause monkeypox outbreaks,An anti-vaccine group claims the smallpox vaccine (ACAM2000) is responsible for spreading monkeypox.,mpoxvaxspread.net,Fake
MHF603,Monkeypox,Monkeypox is a gay disease – only gay men get it,A stigmatizing misinformation campaign claims monkeypox is exclusively a sexually transmitted infection in men who have sex with men.,mpoxgaymyth.com,Fake
MHF604,Monkeypox,Drinking neem tea cures monkeypox lesions in days,"An Ayurvedic seller claims neem extract eliminates skin lesions, with no antiviral data.",mpoxneemcure.org,Fake
MHF605,Monkeypox,Monkeypox is a hoax to sell vaccines – WHO admits,A fabricated WHO memo allegedly admits monkeypox is fabricated to test new vaccines.,mpoxhoaxexposed.com,Fake
MHF606,Monkeypox,Applying toothpaste to monkeypox lesions cures the rash,"A viral TikTok trend claims toothpaste dries out pox lesions, causing chemical burns.",mpoxtoothpastecure.org,Fake
MHF607,Monkeypox,Monkeypox is transmitted through 5G signals,A bizarre conspiracy claims 5G radiation activates the monkeypox virus in the body.,mpox5gcause.com,Fake
MHF608,Monkeypox,Eating papaya leaf extract cures monkeypox within hours,"A tropical fruit seller claims papain dissolves poxviruses, with no biological basis.",mpoxpapayacure.net,Fake
MHF609,Monkeypox,Monkeypox is a bioweapon released by the US government,A geopolitical conspiracy claims monkeypox was engineered in a US lab to destabilize developing nations.,mpoxusbioweapon.org,Fake
MHF610,Monkeypox,UV light therapy kills monkeypox lesions faster than antivirals,"A tanning salon claims UV exposure dries out pox lesions, ignoring skin cancer risk.",mpoxuvtherapy.com,Fake
MHF611,Dengue,Papaya leaf juice cures dengue in 24 hours – hospital study,"A fabricated Philippine study claims papaya extract increases platelet count dramatically, selling expensive extracts.",denguepapayacure.org,Fake
MHF612,Dengue,Dengue is caused by GMO mosquitoes – stop all control measures,"An anti-GMO group claims Oxitec mosquitoes create dengue, urging communities to reject vector control.",dengugmomosquito.net,Fake
MHF613,Dengue,Drinking goat urine prevents dengue fever,A bizarre folk remedy from rural India claims goat urine contains antibodies against dengue.,denguegoaturine.com,Fake
MHF614,Dengue,Dengue can be cured by eating raw papaya seeds,A viral claim says papaya seeds contain anthelmintic-like compounds that kill the dengue virus.,denguepapayaseedcure.org,Fake
MHF615,Dengue,Dengue is a hoax created by the WHO to sell vaccines,A denialist blog claims dengue is fabricated and all cases are actually malaria misdiagnosis.,denguehoaxwho.com,Fake
MHF616,Dengue,Applying turmeric paste to skin cures dengue fever,"A traditional remedy claim says turmeric reduces fever through skin absorption, with no systemic effect.",dengueturmericpaste.org,Fake
MHF617,Dengue,Dengue mosquitoes are attracted to blood type O – O-negative people at risk,"A fabricated entomological study claims mosquitoes prefer certain blood types, causing panic.",denguebloodtypemyth.com,Fake
MHF618,Dengue,Drinking coconut water increases platelets in dengue,"A tropical fruit seller claims coconut water contains thrombopoietic factors, with no clinical proof.",denguecoconutwater.org,Fake
MHF619,Dengue,Dengue is a side effect of the flu vaccine,"An anti-vaccine blog claims influenza vaccination causes dengue-like symptoms, with no biological mechanism.",denguefluvaxmyth.com,Fake
MHF620,Dengue,Burning mosquito coils prevents dengue better than nets,"A coil manufacturer claims their product is 100% effective, ignoring respiratory risks.",denguecoilshield.org,Fake
MHF621,Chikungunya,Chikungunya is caused by eating contaminated fish,"A bizarre claim from a coastal community says fish-borne toxins cause joint pain, ignoring mosquito transmission.",chikungunyafishmyth.com,Fake
MHF622,Chikungunya,Lemon and honey cure chikungunya joint pain instantly,"A folk remedy claim says citrus and honey eliminate arthralgia, with no anti-inflammatory effect.",chikungunyacure.com,Fake
MHF623,Chikungunya,Chikungunya is a hoax to stop tourism,A tourism industry blog claims the outbreak is fabricated to discourage travel to affected regions.,chikungunyahoax.org,Fake
MHF624,Chikungunya,Applying ginger paste to joints cures chikungunya,"A traditional remedy claim says topical ginger reduces joint inflammation, with no evidence.",chikungunyagingerpaste.com,Fake
MHF625,Chikungunya,Chikungunya mosquitoes are attracted to perfume – avoid all scents,"A fabricated study claims fragrances attract Aedes mosquitoes, causing unnecessary fear.",chikungunyaperfume.org,Fake
MHF626,Chikungunya,Drinking neem juice prevents chikungunya completely,"An Ayurvedic seller claims neem provides 100% protection, with no antiviral data.",chikungunyaneemshield.com,Fake
MHF627,Chikungunya,Chikungunya is a variant of dengue – no need for separate diagnosis,"A misinformation claim says both diseases are identical, delaying proper treatment.",chikungunyadenguemyth.org,Fake
MHF628,Chikungunya,Garlic and honey cure chikungunya in 3 days,"A viral home remedy claim says allium and sugar eliminate the virus, with no clinical proof.",chikungunyagarliccure.com,Fake
MHF629,Chikungunya,Chikungunya is caused by climate change – not mosquitoes,"An environmental activist claim says global warming directly causes the disease, ignoring vector biology.",chikungunyaclimate.org,Fake
MHF630,Chikungunya,Wearing yellow clothes attracts chikungunya mosquitoes,"A superstitious claim says mosquito preference for yellow, causing unnecessary wardrobe changes.",chikungunyayellowcloth.com,Fake
MHF631,Influenza,Flu shots cause Alzheimer's disease,A fabricated study claims flu vaccines contain aluminum that crosses the blood-brain barrier.,fluvaxalzheimer.org,Fake
MHF632,Influenza,Drinking elderberry syrup cures the flu faster than Tamiflu,"A supplement seller claims elderberry reduces flu duration by 90%, with no robust RCT data.",elderberryflucure.com,Fake
MHF633,Influenza,The flu is a hoax – all cases are the common cold,A denialist blog claims influenza doesn't exist and all diagnoses are exaggerated.,fluhoaxexposed.net,Fake
MHF634,Influenza,Flu vaccines contain aborted fetal tissue – boycott,An anti-vaccine group misrepresents cell-line history to claim all flu shots are contaminated.,fluvaxfetalmyth.org,Fake
MHF635,Influenza,Taking vitamin C prevents the flu completely,"An old Linus Pauling claim resurfaces, with supplement sellers promising 100% protection.",vitamin Cflushield.com,Fake
MHF636,Influenza,Zinc lozenges cure the flu in 2 hours,"A supplement company claims zinc gluconate eliminates influenza virus instantly, with no evidence.",zincflucure.org,Fake
MHF637,Influenza,Flu is caused by cold weather – not a virus,"A persistent myth claims cold temperatures directly cause influenza, ignoring the viral etiology.",flucoldweathermyth.com,Fake
MHF638,Influenza,Elderberry and zinc together are more effective than the flu vaccine,An alternative medicine blog claims natural supplements outperform vaccination.,elderberryzincbetter.org,Fake
MHF639,Influenza,Flu vaccines cause Guillain-Barré in 1 in 100 people,A magnified adverse event rate is used to scare people away from annual vaccination.,fluvaxgbrisk.com,Fake
MHF640,Influenza,Drinking hot chicken soup cures the flu in hours,An old folk remedy is exaggerated to claim complete viral clearance through soup consumption.,chickensoupflucure.org,Fake
MHF641,Tuberculosis,TB is caused by poverty – not a bacteria,"A sociological claim ignores the Mycobacterium tuberculosis etiology, delaying treatment.",tbpovertymyth.com,Fake
MHF642,Tuberculosis,Garlic and honey cure TB in 30 days,"An alternative medicine claim says allium and sugar eliminate M. tuberculosis, with no clinical proof.",t bgarliccure.org,Fake
MHF643,Tuberculosis,BCG vaccine causes TB – avoid all vaccination,"An anti-vaccine group claims the BCG vaccine contains live TB bacteria, ignoring its attenuated nature.",tbbcgcause.com,Fake
MHF644,Tuberculosis,TB is a Western disease – Africans are immune,"A dangerous myth claims genetic resistance to TB in African populations, causing diagnostic delays.",t bafricanimmunity.org,Fake
MHF645,Tuberculosis,Drinking goat milk prevents TB infection,A pastoralist claim says goat milk contains antibodies against M. tuberculosis.,tbgoatmilkprevent.com,Fake
MHF646,Tuberculosis,TB medications are more toxic than the disease,A misrepresentation of side-effect profiles claims TB drugs are deadlier than the infection.,tbdrugtoxicmyth.org,Fake
MHF647,Tuberculosis,TB is caused by smoking – not bacteria,"An anti-smoking activist claim ignores the infectious etiology, blaming tobacco exclusively.",tbsmokingcause.com,Fake
MHF648,Tuberculosis,Eating raw garlic kills TB bacteria in the lungs,A folk remedy claim says allicin reaches the alveoli to sterilize M. tuberculosis.,tbgarliclungcure.org,Fake
MHF649,Tuberculosis,TB is a punishment for sins – repent and be healed,"A religious extremist claim says TB is divine punishment, discouraging medical treatment.",tbsinscure.com,Fake
MHF650,Tuberculosis,TB can be cured by sunbathing daily,"A pre-antibiotic era claim resurfaces, saying UV light kills TB bacteria in the lungs.",tbsunbathcure.org,Fake
MHF651,Malaria,Artemisinin is a toxic chemical – use natural herbs instead,"An anti-pharma blog claims the WHO-recommended drug is poison, promoting ineffective alternatives.",malariaartemisininmyth.com,Fake
MHF652,Malaria,Malaria is caused by bad air – not mosquitoes,"An old miasma theory resurfaces, ignoring the Anopheles mosquito vector.",malaria badairmyth.org,Fake
MHF653,Malaria,Drinking bitter leaf tea cures malaria in hours,"An African herbal seller claims Vernonia amygdalina eliminates Plasmodium, with no clinical proof.",malariabitterleafcure.com,Fake
MHF654,Malaria,Mosquito nets cause more malaria by trapping mosquitoes,"A dangerous myth claims bednets attract and trap mosquitoes, increasing bite risk.",malarianetmyth.org,Fake
MHF655,Malaria,Quinine from tonic water prevents malaria better than drugs,"A colonial-era myth resurfaces, claiming gin and tonic provides 100% protection.",malariatonicprevent.com,Fake
MHF656,Malaria,Malaria vaccines contain tracking devices,"A conspiracy blog claims RTS,S vaccines have embedded microchips for surveillance.",malariavaxchip.org,Fake
MHF657,Malaria,Eating hot chili peppers repels malaria mosquitoes,A food blog claims capsaicin makes blood repulsive to Anopheles mosquitoes.,malariaspicyrepel.com,Fake
MHF658,Malaria,Malaria is a hoax created by the WHO to sell drugs,A denialist blog claims malaria is fabricated and all fevers are misdiagnosed.,malariahoaxwho.org,Fake
MHF659,Malaria,Drinking urine prevents malaria – African traditional secret,A bizarre folk remedy claims urine contains anti-malarial compounds.,malariaurineprevent.com,Fake
MHF660,Malaria,Malaria is caused by eating mangoes – avoid all fruit,A superstitious claim from rural areas blames mango consumption for malaria.,malariamangomyth.org,Fake
MHF661,Yellow Fever,Yellow fever vaccines cause birth defects in all pregnancies,"A fabricated study claims the vaccine is universally teratogenic, scaring pregnant women.",yfvaxbirthdefects.com,Fake
MHF662,Yellow Fever,Drinking lemon juice cures yellow fever,"A folk remedy claim says citrus eliminates the virus, with no antiviral effect.",yellowfeverlemoncure.org,Fake
MHF663,Yellow Fever,Yellow fever is a bioweapon created by colonial powers,A historical conspiracy claims yellow fever was engineered to colonize Africa.,yfbioweaponplot.com,Fake
MHF664,Yellow Fever,Mosquito coils cause more harm than yellow fever,"An environmental group claims coil smoke is deadlier than the disease, discouraging vector control.",yfcoilmyth.org,Fake
MHF665,Yellow Fever,Yellow fever can be cured by sweating – sit in a sauna,"A dangerous sauna therapy claim recommends hyperthermia to ""burn out"" the virus.",yfsaunacure.com,Fake
MHF666,Yellow Fever,Yellow fever is a hoax to sell vaccines,A denialist blog claims yellow fever was eradicated and all current cases are misdiagnosed.,yfhoaxexposed.org,Fake
MHF667,Yellow Fever,Eating bitter kola prevents yellow fever completely,A Nigerian traditional claim says Garcinia kola provides 100% protection.,yf bitterkolashield.com,Fake
MHF668,Yellow Fever,Yellow fever is caused by dirty water – not mosquitoes,"A sanitation myth claims contaminated water causes yellow fever, ignoring vector transmission.",yfdirtywatermyth.org,Fake
MHF669,Yellow Fever,UV light therapy cures yellow fever faster than vaccines,A pseudoscience clinic claims UV blood irradiation eliminates the virus.,yfuvtherapy.com,Fake
MHF670,Yellow Fever,Yellow fever is a punishment from ancestors – perform rituals,"A traditional healer claims yellow fever is a spiritual curse, discouraging medical treatment.",yfancestralcure.org,Fake
MHF671,Meningitis,Meningitis vaccines cause brain damage in children,A fabricated VAERS analysis claims meningococcal vaccination leads to neurological complications.,meningitisvaxbrain.org,Fake
MHF672,Meningitis,Eating garlic prevents meningitis completely,A folk remedy claim says allium crosses the blood-brain barrier to sterilize meninges.,meningitisgarlicprevent.com,Fake
MHF673,Meningitis,Meningitis is caused by cold air – wear a hat,A persistent myth claims exposure to cold air causes meningeal inflammation.,meningitiscoldairmyth.org,Fake
MHF674,Meningitis,Meningitis can be cured by drinking hot pepper soup,A West African folk remedy claim says spicy soup eliminates Neisseria meningitidis.,meningitishotpepper.com,Fake
MHF675,Meningitis,Meningitis is a hoax to sell vaccines in the meningitis belt,A conspiracy blog claims outbreaks are fabricated to profit from vaccine campaigns.,meningitisvaxprofit.org,Fake
MHF676,Meningitis,Meningitis is caused by poor diet – not bacteria,A nutritional myth claims vitamin deficiency causes meningeal inflammation.,meningitisdietmyth.com,Fake
MHF677,Meningitis,Drinking goat milk prevents meningitis,A pastoralist claim says goat milk contains antibodies against Neisseria.,meningitisgoatmilk.org,Fake
MHF678,Meningitis,Meningitis can be cured by applying onion paste to the head,A traditional remedy claim says topical onion draws out meningeal inflammation.,meningitisonioncure.com,Fake
MHF679,Meningitis,Meningitis vaccines contain mercury – cause autism,"An outdated thimerosal concern resurfaces, scaring parents away from vaccination.",meningitisvaxautism.org,Fake
MHF680,Meningitis,Meningitis is a punishment for witchcraft,A superstitious claim from rural communities blames witchcraft for meningeal infections.,meningitisspiritual.org,Fake
MHF681,Cholera,Cholera is caused by eating spicy food – not bacteria,"A persistent myth in some cultures blames chili consumption for cholera, ignoring Vibrio cholerae.",choleraspicyfoodmyth.com,Fake
MHF682,Cholera,Drinking lemon juice cures cholera in hours,"A folk remedy claim says citrus kills Vibrio cholerae in the gut, with no clinical proof.",choleraleomoncure.org,Fake
MHF683,Cholera,Cholera vaccines cause infertility,"A conspiracy blog claims oral cholera vaccines contain sterilizing agents, causing mass refusal.",choleravaxsterile.com,Fake
MHF684,Cholera,Cholera is a hoax created by aid organizations to get funding,A denialist blog claims cholera outbreaks are fabricated to secure international donations.,cholerahoaxfunding.org,Fake
MHF685,Cholera,Drinking coconut water rehydrates better than ORS,"A tropical fruit seller claims coconut water is superior to oral rehydration salts, with no evidence.",choleracoconutwater.com,Fake
MHF686,Cholera,Cholera is caused by poverty – not bacteria,"A sociological claim ignores the Vibrio etiology, delaying proper sanitation measures.",cholerapovertym yth.org,Fake
MHF687,Cholera,Eating raw garlic prevents cholera,A folk remedy claim says allium kills Vibrio cholerae in the gut.,choleragarlicprevent.com,Fake
MHF688,Cholera,Cholera can be cured by drinking hot water with salt and sugar,A dangerous oversimplification of ORS claims homemade solutions are always sufficient.,cholerahomeors.org,Fake
MHF689,Cholera,Cholera is a Western disease – Africans are immune,A dangerous myth claims genetic resistance to cholera in African populations.,cholerafricanimmunity.com,Fake
MHF690,Cholera,Burning cow dung prevents cholera,A traditional practice claim says cow dung smoke sterilizes air and prevents infection.,choleracowdungshield.org,Fake
MHF691,Typhoid,Typhoid is caused by eating too much fruit – not bacteria,"A bizarre dietary myth blames fruit consumption for typhoid, ignoring Salmonella typhi.",typhoidfruitmyth.com,Fake
MHF692,Typhoid,Drinking raw papaya juice cures typhoid in days,"A folk remedy claim says papain eliminates Salmonella, with no clinical proof.",typhoidpapayacure.org,Fake
MHF693,Typhoid,Typhoid vaccines cause typhoid – avoid all vaccination,"An anti-vaccine group claims the vaccine contains live bacteria, ignoring its attenuated nature.",typhoidvaxcause.com,Fake
MHF694,Typhoid,Typhoid is a hoax to sell antibiotics,A denialist blog claims typhoid is fabricated and all fevers are misdiagnosed.,typhoidhoaxprofit.org,Fake
MHF695,Typhoid,Eating neem leaves prevents typhoid completely,An Ayurvedic seller claims neem provides 100% protection against Salmonella.,typhoidneemshield.com,Fake
MHF696,Typhoid,Typhoid is caused by cold weather – not bacteria,"A persistent myth claims cold temperatures cause typhoid, ignoring fecal-oral transmission.",typhoidcoldweathermyth.org,Fake
MHF697,Typhoid,Drinking goat milk prevents typhoid infection,A pastoralist claim says goat milk contains antibodies against Salmonella.,typhoidgoatmilk.com,Fake
MHF698,Typhoid,Typhoid can be cured by fasting for 7 days,A dangerous fasting claim says starvation eliminates Salmonella from the gut.,typhoidfastcure.org,Fake
MHF699,Typhoid,Typhoid is a punishment for sins,"A religious extremist claim says typhoid is divine punishment, discouraging medical treatment.",typhoidsinscure.com,Fake
MHF700,Typhoid,Applying turmeric paste to the stomach cures typhoid,"A traditional remedy claim says topical turmeric reduces fever, with no systemic effect.",typhoidturmericpaste.org,Fake
MHF701,Ebola (additional),Ebola is caused by eating bats – stop all protein,A sensationalized claim from an unverified source blames bat consumption exclusively.,ebolabatmyth.com,Fake
MHF702,Ebola,Ebola survivors are immune to all diseases,"A dangerous myth claims Ebola survivors have universal immunity, discouraging other vaccinations.",ebolasurvivorimmunity.org,Fake
