ID,Disease Domain,News Title,News Snippet,Source Domain,Label
RH193,Infectious Disease,CoAID helps understand COVID-19 healthcare misinformation,The dataset aims to call public attention to the problems of COVID-19-related misinformation and help develop accurate detection methods.,arxiv.org,Real
RH194,Infectious Disease,CoAID includes title and article content from crawled news,"Newspaper3k used to fetch title, content, abstract, and keywords from obtained URLs.",arxiv.org,Real
RH195,Infectious Disease,CoAID dataset key features described,"Features include title of fact-checking article, article title, and user engagement data including tweets and replies.",arxiv.org,Real
RH196,Infectious Disease,COVID-19 claims fact-checked by multiple sources,"Fact-checking websites including PolitiFact, FactCheck.org, and Health Feedback provide verification.",arxiv.org,Real
RH197,Infectious Disease,CoAID includes both news articles and short claims,The dataset includes news articles and short claims (myths and rumors) for diverse misinformation research.,arxiv.org,Real
RH198,Infectious Disease,COVID-19 fake news from fact-checking websites,Fake news URLs were retrieved from several fact-checking websites to capture misinformation.,arxiv.org,Real
RH199,Infectious Disease,CoAID includes user engagement under tweets,"Replies under tweets were obtained using tweet IDs, including replies about fake and true news.",arxiv.org,Real
RH200,Infectious Disease,CoAID dataset COVID-19 ground truth labels,Dataset provides ground truth labels to help researchers build models for detecting COVID-19 misinformation.,arxiv.org,Real
RH201,Pediatrics,Bedwetting tips to help your child stay dry,Tips to help your bedwetting child stay dry.,webmd.com,Real
RH202,Pediatrics,WebMD pediatric expert answers bedwetting questions,WebMD's pediatric expert answers the 6 most common questions he hears about bedwetting.,webmd.com,Real
RH203,Pediatrics,It's a myth that laziness causes bedwetting,Millions of kids wet the bed—but why? And how can you help? WebMD explores.,webmd.com,Real
RH204,Pediatrics,10 most viewed children's health stories of 2007,A list of the 10 most viewed children's health and parenting stories on WebMD in 2007.,webmd.com,Real
RH205,Pediatrics,Jamie Lee Curtis on raising money for kids' medical care,The award-winning actor tells WebMD why she and her family are so passionate about raising money for kids' medical care.,webmd.com,Real
RH206,Dentistry,Children's dental health tips by age,Your children's dental health needs change as they grow. Keep their smiles bright with these top tooth tips.,webmd.com,Real
RH207,Pediatrics,Bedtime routine tips for children,Experts share tips for establishing a bedtime routine for your children that will allow them to go to sleep easily.,webmd.com,Real
RH208,Pediatrics,"Backyard, playground, and pool safety for children",Learn how to keep your children's outdoor fun safe with these guidelines to reduce hazards.,webmd.com,Real
RH209,Pediatrics,5 essential nutrients children need,Tips to help your kids get enough of 5 essential nutrients they need and are often missing.,webmd.com,Real
RH210,Pediatrics,Hearing risk from MP3 players for children,Experts discuss the possible risk to hearing from listening to MP3s for long periods of time.,webmd.com,Real
RH211,Pediatrics,Home treatments for childhood coughs and fevers,"When colds, cough, fever, or flu strike your child, soothe symptoms with simple home treatments.",webmd.com,Real
RH212,Pediatrics,Guide to a healthy school year for children,A primer on exactly what your child needs to have a safe and healthy school year.,webmd.com,Real
RH213,Pediatrics,Starting good family habits early,It's never too early to start good family habits—at the dining table and in the gym.,webmd.com,Real
RH214,Pediatrics,"12,000 American children born with impaired hearing","Some 12,000 American children are born each year with impaired hearing.",webmd.com,Real
RH215,Environmental Health,Pool water safety: keeping it clean,The Most Delicate Rule of Water Quality: Keep the Poop Out of the Pool.,webmd.com,Real
RH216,Pediatrics,Telling children about a serious diagnosis,A serious diagnosis presents another challenge for families—how to tell the children.,webmd.com,Real
RH217,Infectious Disease,CoAID dataset helps detect COVID-19 misinformation,"CoAID includes 204 fake news articles, 3,565 true news articles, 28 fake claims, and 454 true claims.",arxiv.org,Real
RH218,Infectious Disease,COVID-19 misinformation from fact-checking sources,"CoAID collects fake news from LeadStories, PolitiFact, FactCheck.org, CheckYourFact, AFP Fact Check, and Health Feedback.",arxiv.org,Real
RH219,Infectious Disease,"True COVID-19 news from NIH, CDC, and WHO","Reliable media outlets for true news include Healthline, ScienceDaily, NIH, MNT, Mayo Clinic, Cleveland Clinic, WebMD, WHO, and CDC.",arxiv.org,Real
RH220,Infectious Disease,COVID-19 claims fact-checked from WHO,WHO official website and Twitter account used to collect true and fake claims about COVID-19.,arxiv.org,Real
RH221,Infectious Disease,User engagement in CoAID includes location and retweets,"Retrieved user engagement features include user ID, tweets, replies, favorites, retweets, and location.",arxiv.org,Real
RH222,Infectious Disease,CoAID includes 926 social platform posts about COVID-19,"Posts from Facebook, Twitter, Instagram, YouTube, and TikTok are included after fact-checking.",arxiv.org,Real
RH223,Infectious Disease,CoAID can be updated with latest news and tweets,The dataset records timestamp and automatically searches for new data.,arxiv.org,Real
RH224,Infectious Disease,COVID-19 misinformation about 5G led to violence,77 cell phone towers have been set on fire due to the conspiracy that 5G mobile networks can spread COVID-19.,arxiv.org,Real
RH225,Infectious Disease,COVID-19 misinformation about cures threatens lives,"Fake cures for COVID-19 have threatened people's lives, including cases of chloroquine poisoning.",arxiv.org,Real
RH226,Infectious Disease,CoAID includes both true and fake claims,"""Only older adults and young people are at risk"" is a fake claim; ""5G mobile networks DO NOT spread COVID-19"" is a true claim.",arxiv.org,Real
RH227,Infectious Disease,"CoAID dataset includes 3,565 true news articles",True news articles are more abundant than fake news articles (204) in the dataset.,arxiv.org,Real
RH228,Infectious Disease,CoAID includes 28 fake and 454 true claims,Short claims are separated into true and fake categories for research.,arxiv.org,Real
RH229,Infectious Disease,CoAID helps understand COVID-19 misinformation challenges,Debunking COVID-19 misinformation exhibits unique challenges due to fear and rapid spread.,arxiv.org,Real
RH230,Infectious Disease,"CoAID dataset has 296,000 user engagements",User engagements include tweets and replies about COVID-19 misinformation and facts.,arxiv.org,Real
RH231,Infectious Disease,CoAID data collected from December 2019 to September 2020,"The publishing dates of collected information range from December 1, 2019 to September 1, 2020.",arxiv.org,Real
RH232,Infectious Disease,"CoAID includes topics like coronavirus, pneumonia, flu","Topics include COVID-19, coronavirus, pneumonia, flu, lock down, stay home, quarantine, and ventilator.",arxiv.org,Real
RH233,Infectious Disease,CoAID ground truth labels for misinformation detection,The dataset provides labels to help build computational models for detecting COVID-19 misinformation.,arxiv.org,Real
RH234,Infectious Disease,CoAID includes fact-checked social platform posts,Fact-checking websites verify social media posts from five platforms.,arxiv.org,Real
RH235,Infectious Disease,COVID-19 misinformation spread fast before debunking,"Aided by fear, misinformation about emerging diseases spreads more quickly than ordinary misinformation does.",arxiv.org,Real
RH236,Infectious Disease,CoAID dataset for healthcare misinformation research,The dataset aims to call out for public attention to COVID-19-related misinformation and help develop detection methods.,arxiv.org,Real
RH237,Infectious Disease,CoAID includes news articles from fact-checking websites,Fake news URLs were retrieved from several fact-checking websites.,arxiv.org,Real
RH238,Infectious Disease,CoAID includes content from reliable media outlets,True news crawled from 9 reliable media outlets that have been cross-checked as reliable.,arxiv.org,Real
RH239,Infectious Disease,COVID-19 symptoms include loss of taste or smell,"Common symptoms of COVID-19 include cough, shortness of breath, fever, sore throat, and loss of taste or smell.",who.int,Real
RH240,Infectious Disease,COVID-19 incubation period median 5.1 days,"The incubation period is estimated to extend to 14 days, with a median time of 5.1 days.",who.int,Real
RH241,Infectious Disease,COVID-19 mortality 3-4% higher than flu,Mortality for COVID-19 (3-4%) appears higher than that for seasonal influenza (<0.1%).,who.int,Real
RH242,Infectious Disease,WHO declared COVID-19 a Public Health Emergency,"WHO declared the outbreak a Public Health Emergency of International Concern on January 30, 2020.",who.int,Real
RH243,Infectious Disease,WHO characterized COVID-19 as a pandemic,"WHO characterized COVID-19 as a pandemic on March 11, 2020.",who.int,Real
RH244,Infectious Disease,No known vaccine or specific cure for COVID-19,"Until now, there has been no known vaccine or specific cure for COVID-19.",who.int,Real
RH245,Infectious Disease,CoAID dataset includes user engagement features,"Tweets, replies, favorites, retweets, and location are included in the dataset.",arxiv.org,Real
RH246,Infectious Disease,CoAID dataset for combating health misinformation,CoAID includes diverse COVID-19 healthcare misinformation to help researchers.,arxiv.org,Real
RH247,Infectious Disease,CoAID includes 204 fake news articles,Fake news articles are collected from fact-checking websites.,arxiv.org,Real
RH248,Infectious Disease,"CoAID includes 3,565 true news articles",True news articles are more common from reliable media outlets.,arxiv.org,Real
RH249,Infectious Disease,CoAID includes 28 fake claims,Short fake claims are included for research.,arxiv.org,Real
RH250,Infectious Disease,CoAID includes 454 true claims,True claims are included for research.,arxiv.org,Real
RH251,Pediatrics,Bedwetting tips for parents,Tips to help your bedwetting child stay dry.,webmd.com,Real
RH252,Pediatrics,Common bedwetting questions answered,WebMD's pediatric expert answers the 6 most common questions he hears about bedwetting.,webmd.com,Real
RH253,Pediatrics,Causes of bedwetting in children,Millions of kids wet the bed—but why? And how can you help?,webmd.com,Real
RH254,Pediatrics,Top children's health stories of 2007,A list of the 10 most viewed children's health and parenting stories on WebMD in 2007.,webmd.com,Real
RH255,Pediatrics,Jamie Lee Curtis on kids' medical care,The actor tells WebMD why her family is passionate about raising money for kids' medical care.,webmd.com,Real
RH256,Dentistry,Children's dental health tips by age,Dental health needs change as children grow. Keep their smiles bright with these tips.,webmd.com,Real
RH257,Pediatrics,Bedtime routine tips for children,Experts share tips for establishing a bedtime routine for children.,webmd.com,Real
RH258,Pediatrics,Safety tips for playgrounds and pools,Learn how to keep children's outdoor fun safe with these guidelines.,webmd.com,Real
RH259,Pediatrics,5 essential nutrients children need,Tips to help kids get enough of 5 essential nutrients they often miss.,webmd.com,Real
RH260,Pediatrics,Hearing risk from MP3 players for children,Experts discuss possible hearing risk from listening to MP3s for long periods.,webmd.com,Real
RH261,Pediatrics,Home treatments for childhood colds,"When colds, cough, fever, or flu strike, soothe symptoms with simple home treatments.",webmd.com,Real
RH262,Pediatrics,Guide to a healthy school year,Here's a primer on what your child needs to have a safe and healthy school year.,webmd.com,Real
RH263,Pediatrics,Good family habits start early,It's never too early to start good family habits at the dining table and in the gym.,webmd.com,Real
RH264,Pediatrics,"Hearing impairment at birth affects 12,000 American children","Some 12,000 American children are born each year with impaired hearing.",webmd.com,Real
RH265,Environmental Health,Pool water quality: keep the poop out,The Most Delicate Rule of Water Quality: Keep the Poop Out of the Pool.,webmd.com,Real
RH266,Pediatrics,How to tell children about a serious diagnosis,A serious diagnosis presents a challenge for families—how to tell the children.,webmd.com,Real
RH267,Infectious Disease,COVID-19 misinformation dataset includes user tweets,CoAID dataset includes tweets about fake and true news articles.,arxiv.org,Real
RH268,Infectious Disease,COVID-19 misinformation about chloroquine causes death,An Arizona man died after ingesting chloroquine to prevent COVID-19.,arxiv.org,Real
RH269,Infectious Disease,COVID-19 5G conspiracy leads to tower fires,77 cell phone towers burned due to 5G COVID-19 conspiracy theory.,arxiv.org,Real
RH270,Infectious Disease,CoAID dataset includes fake claims and true claims,"""Only older adults are at risk"" is fake; ""5G does not spread COVID-19"" is true.",arxiv.org,Real
RH271,Infectious Disease,"CoAID has 204 fake and 3,565 true news articles",True news articles far outnumber fake articles in the dataset.,arxiv.org,Real
RH272,Infectious Disease,CoAID includes 926 social platform posts,Posts from five social media platforms included.,arxiv.org,Real
RH273,Infectious Disease,"CoAID includes 296,000 user engagements",Tweets and replies about COVID-19 news included.,arxiv.org,Real
RH274,Infectious Disease,CoAID dataset ground truth labels,Labels for fake and true news help build detection models.,arxiv.org,Real
RH275,Infectious Disease,CoAID automatically updates with latest news,Dataset can be updated automatically with new data.,arxiv.org,Real
RH276,Infectious Disease,CoAID includes news from fact-checking websites,"Fake news from LeadStories, PolitiFact, FactCheck.org, CheckYourFact, AFP Fact Check, and Health Feedback.",arxiv.org,Real
RH277,Infectious Disease,CoAID includes news from reliable media,"True news from Healthline, ScienceDaily, NIH, MNT, Mayo Clinic, Cleveland Clinic, WebMD, WHO, and CDC.",arxiv.org,Real
RH278,Infectious Disease,CoAID includes short claims from WHO,True and fake claims from WHO official sources.,arxiv.org,Real
RH279,Infectious Disease,CoAID data collection from Dec 2019 to Sep 2020,"The publishing dates range from December 1, 2019 to September 1, 2020.",arxiv.org,Real
RH280,Infectious Disease,CoAID topics include COVID-19 and pneumonia,"Topics include COVID-19, coronavirus, pneumonia, flu, lock down, stay home, quarantine, and ventilator.",arxiv.org,Real
RH281,Infectious Disease,COVID-19 misinformation spreads quickly due to fear,"Aided by fear, COVID-19 misinformation spreads more quickly than ordinary misinformation.",arxiv.org,Real
RH282,Infectious Disease,CoAID helps combat COVID-19 health misinformation,Dataset includes diverse COVID-19 healthcare misinformation to help researchers.,arxiv.org,Real
RH283,Infectious Disease,CoAID includes user engagement features,"Features include user ID, tweets, replies, favorites, retweets, and location.",arxiv.org,Real
RH284,Infectious Disease,CoAID includes fact-checked social posts,"Posts from Facebook, Twitter, Instagram, YouTube, and TikTok are fact-checked.",arxiv.org,Real
RH285,Infectious Disease,CoAID dataset for COVID-19 misinformation detection,CoAID helps researchers build models for detecting COVID-19 misinformation.,arxiv.org,Real
RH286,Infectious Disease,COVID-19 has no known vaccine or cure,"Until May 2020, there was no known vaccine or specific cure for COVID-19.",who.int,Real
RH287,Infectious Disease,"COVID-19 symptoms include cough, fever, sore throat","Common symptoms include cough, shortness of breath, fever, sore throat, and loss of taste or smell.",who.int,Real
RH288,Infectious Disease,COVID-19 incubation period up to 14 days,"The incubation period is estimated to extend to 14 days, with a median time of 5.1 days.",who.int,Real
RH289,Infectious Disease,COVID-19 mortality 3-4%,COVID-19 mortality (3-4%) appears higher than that for seasonal influenza (<0.1%).,who.int,Real
RH290,Infectious Disease,WHO declared COVID-19 PHEIC,"WHO declared a Public Health Emergency of International Concern on January 30, 2020.",who.int,Real
RH291,Infectious Disease,WHO characterized COVID-19 as pandemic,"WHO characterized COVID-19 as a pandemic on March 11, 2020.",who.int,Real
RH292,Infectious Disease,CoAID dataset includes 28 fake and 454 true claims,Short claims include myths and facts about COVID-19.,arxiv.org,Real
RH293,Infectious Disease,CoAID dataset includes 204 fake news articles,Fake news articles from fact-checking websites.,arxiv.org,Real
RH294,Infectious Disease,"CoAID dataset includes 3,565 true news articles",True news articles from reliable media outlets.,arxiv.org,Real
RH295,Infectious Disease,CoAID dataset includes social platform posts,Posts from five social platforms included.,arxiv.org,Real
RH296,Infectious Disease,CoAID dataset includes user engagements,Tweets and replies about COVID-19 included.,arxiv.org,Real
RH297,Infectious Disease,CoAID dataset ground truth for misinformation,Labels for building detection models.,arxiv.org,Real
RH298,Infectious Disease,CoAID dataset automatically updates,Records timestamps for latest data search.,arxiv.org,Real
RH299,Infectious Disease,CoAID dataset features described,"Features include title, article title, and user engagement.",arxiv.org,Real
RH300,Infectious Disease,CoAID dataset for healthcare misinformation research,Aims to combat COVID-19 health misinformation.,arxiv.org,Real
RH301,Autoimmune Disease,"Autoimmune diseases affect 8% of U.S. population, NIH reports","Between 23 and 50 million Americans have autoimmune diseases, with highest prevalence in women.",nih.gov,Real
RH302,Oncology,Molecular breast imaging improves dense tissue cancer detection,Adding MBI to 3D mammography more than doubled cancer detection in dense breast tissue.,mayoclinic.org,Real
RH303,Endocrinology,"""Sugar coating"" cells may treat type 1 diabetes",A sugar molecule cancer cells use to hide from the immune system may protect transplantable cells in type 1 diabetes.,mayoclinic.org,Real
RH304,Autoimmune Disease,Nutrition-autoimmune disease research challenge awarded,NIH awarded 15 teams for innovative ideas linking diet and nutrition to autoimmune disease research.,nih.gov,Real
RH305,Autoimmune Disease,Dietary interventions in autoimmune disease explored,Winning submissions included structured dietary approaches to assess clinical outcomes and disease activity.,nih.gov,Real
RH306,Autoimmune Disease,Microbiome and immune mechanisms in autoimmune disease,"Multi-omics approaches linking diet, gut microbiome, and immune system activity in autoimmune disease.",nih.gov,Real
RH307,Autoimmune Disease,Personalized nutrition for autoimmune disease,Patient-centered frameworks for dietary optimization and predictive modeling for autoimmune disease.,nih.gov,Real
RH308,Autoimmune Disease,Patient-centered frameworks for autoimmune disease,"Community engagement with patients, caregivers, and clinicians to shape research priorities.",nih.gov,Real
RH309,Autoimmune Disease,NIH's Office of Autoimmune Disease Research leads challenge,The NOURISH challenge generated innovative ideas for autoimmune disease research and care.,nih.gov,Real
RH310,Cardiology,Mayo Clinic virtual clinical trials for heart failure,AI-powered virtual trials predict success of heart failure drugs using real-world patient data.,mayoclinic.org,Real
RH311,Pulmonology,Mayo Clinic regenerative lung therapy discovery,"Molecular switch directs lung cells to repair tissue or fight infection, informing regenerative therapies.",mayoclinic.org,Real
RH312,Nephrology,Mayo Clinic stem cell therapy for kidney disease,Injecting stem cells before hemodialysis prevents inflammation and vein narrowing in end-stage kidney disease.,mayoclinic.org,Real
RH313,Neurology,Mayo Clinic brain wave mapping for epilepsy,Detailed maps of patient's unique brain wave patterns enable personalized epilepsy treatment.,mayoclinic.org,Real
RH314,Oncology,Mayo Clinic TERT biomarker for brain tumors,TERT expression in meningiomas flags aggressive tumors likely to recur faster.,mayoclinic.org,Real
RH315,Immunology,"Mayo Clinic discovers immune ""fountain of youth""",Some older adults maintain a young immune system in their 60s and 70s at the cost of autoimmunity.,mayoclinic.org,Real
RH316,Neurology,Mayo Clinic Alzheimer's prediction tools,New tools estimate risk of Alzheimer's years before symptoms appear using brain activity patterns.,mayoclinic.org,Real
RH317,Oncology,Mayo Clinic improves breast cancer screening in dense tissue,Molecular breast imaging with 3D mammography more than doubles cancer detection.,mayoclinic.org,Real
RH318,Endocrinology,Mayo Clinic type 1 diabetes immune therapy,Sugar molecule hiding mechanism from cancer may protect transplantable cells without immunosuppression.,mayoclinic.org,Real
RH319,Autoimmune Disease,Mayo Clinic autoimmune prevalence study,About 15 million Americans estimated to have one or more of 105 autoimmune diseases.,mayoclinic.org,Real
RH320,Cardiology,Mayo Clinic quality care recognized by CMS star ratings,11 Mayo Clinic hospitals earned four- and five-star ratings for overall hospital quality.,mayoclinic.org,Real
RH321,Cardiology,Mayo Clinic Hospital earns five-star CMS rating,Eight Mayo Clinic hospitals achieved the highest possible five-star rating.,mayoclinic.org,Real
RH322,Cardiology,"Mayo Clinic quality: mortality, safety, readmissions","CMS star ratings evaluate mortality, safety, readmissions, patient experience, and timely care.",mayoclinic.org,Real
RH323,Cardiology,Mayo Clinic staff commitment to patient-centered care,"Behind every measure is a patient story, a moment of reassurance, a life improved through teamwork.",mayoclinic.org,Real
RH324,Pediatrics,CT scans in children linked to small cancer risk,"NIH-led study of 175,000 children found small increased risk of leukemia and brain cancer after CT scans.",nih.gov,Real
RH325,Genetics,Genetic test results don't increase health services use,NIH study found receiving genetic risk results doesn't drive up or diminish demand for follow-up services.,nih.gov,Real
RH326,Nutrition,NIH study: coffee linked to lower death risk,Older adults who drank coffee—caffeinated or decaffeinated—had a lower risk of death overall.,nih.gov,Real
RH327,Infectious Disease,NIH anti-HIV drug safe during pregnancy,Tenofovir during pregnancy does not affect infant size or birth weight.,nih.gov,Real
RH328,Pediatrics,Autism-like behaviors reversed in mice,NIH researchers reversed sociability and repetitive behaviors in mice with experimental compound.,nih.gov,Real
RH329,Infectious Disease,New test identifies severe toxoplasmosis strains,Blood test identifies T. gondii strains causing premature births and severe birth defects in the U.S.,nih.gov,Real
RH330,Oncology,Arsenic turns stem cells cancerous,NIH researchers discovered how arsenic transforms normal stem cells into cancer stem cells.,nih.gov,Real
RH331,Oncology,Ibrutinib induces responses in aggressive lymphomas,NCI trial showed ibrutinib provides significant anti-cancer responses with modest side effects.,nih.gov,Real
RH332,Genetics,Chromosomal abnormalities increase with age,"Structural chromosomal abnormalities increase with age, particularly after 50, and may link to cancer risk.",nih.gov,Real
RH333,Infectious Disease,Toxoplasma strains linked to severe newborn illness,Scientists identified which T. gondii strains are most strongly associated with premature births and severe birth defects.,nih.gov,Real
RH334,Oncology,Ibrutinib lymphoma trial presented at AACR,NCI researchers presented results on ibrutinib's effectiveness in aggressive lymphomas.,nih.gov,Real
RH335,Autoimmune Disease,NIH nutrition-autoimmune disease challenge,NOURISH challenge brought innovative ideas to understand nutrition's role in autoimmune disease.,nih.gov,Real
RH336,Autoimmune Disease,Dietary interventions for autoimmune disease,Concepts evaluated structured dietary approaches to assess feasibility and outcomes.,nih.gov,Real
RH337,Autoimmune Disease,Multi-omics approaches for autoimmune disease,"Submissions leveraged proteomics, microbiome, and multi-omics to study nutrition-autoimmunity links.",nih.gov,Real
RH338,Autoimmune Disease,Predictive nutrition for autoimmune disease,Data-driven methods for personalization and dietary optimization in autoimmune disease.,nih.gov,Real
RH339,Autoimmune Disease,Patient-centered autoimmunity research frameworks,Submissions emphasize community engagement and lived experience.,nih.gov,Real
RH340,Autoimmune Disease,Autoimmune disease affects 23-50 million Americans,"Despite prevalence, role of diet in autoimmune disease remains underexplored.",nih.gov,Real
RH341,Autoimmune Disease,NIH NOURISH Autoimmunity Challenge,"Challenge invited researchers, clinicians, patients, and advocacy groups to submit ideas.",nih.gov,Real
RH342,Autoimmune Disease,Dietary intervention effectiveness in autoimmune disease,Interventional studies testing specific dietary patterns in autoimmune populations.,nih.gov,Real
RH343,Autoimmune Disease,Microbiome-immune mechanisms in autoimmunity,"Link diet, gut microbiome, and immune system in autoimmune disease.",nih.gov,Real
RH344,Autoimmune Disease,Real-world data capture in autoimmune disease,Integrating patient-reported outcomes and digital health tools for autoimmune management.,nih.gov,Real
RH345,Autoimmune Disease,Community voice in autoimmune research,"Patients, caregivers, and advocacy organizations help shape research priorities.",nih.gov,Real
RH346,Autoimmune Disease,Autoimmune disease prevalence by sex and age,"Study identified top autoimmune diseases by prevalence, sex, and age.",mayoclinic.org,Real
RH347,Autoimmune Disease,Autoimmune disease prevalence critical to track,Knowing number of patients is critical to assess if diseases are increasing or decreasing over time.,mayoclinic.org,Real
RH348,Autoimmune Disease,Mayo Clinic autoimmune disease research,Mayo researchers and collaborators described autoimmune disease prevalence in the U.S.,mayoclinic.org,Real
RH349,Autoimmune Disease,Nutrition-autoimmunity link underexplored,"Despite significant burden, role of diet in autoimmune disease remains largely unexplored.",nih.gov,Real
RH350,Autoimmune Disease,Autoimmune disease patient-centered care,NIH challenge emphasizes patient-centered frameworks and lived experience.,nih.gov,Real
RH351,Infectious Disease,COVID-19 misinformation dataset CoAID,"CoAID includes 4,251 news, 296,000 user engagements, 926 social platform posts about COVID-19.",arxiv.org,Real
RH352,Infectious Disease,COVID-19 misinformation from fact-checking websites,"Fake news URLs from LeadStories, PolitiFact, FactCheck.org, CheckYourFact, AFP Fact Check, Health Feedback.",arxiv.org,Real
RH353,Infectious Disease,True COVID-19 news from reliable media,"True news from Healthline, ScienceDaily, NIH, MNT, Mayo Clinic, Cleveland Clinic, WebMD, WHO, CDC.",arxiv.org,Real
RH354,Infectious Disease,COVID-19 claims from WHO and MNT,"Claims of one or two sentences from WHO official website, WHO Twitter, and MNT.",arxiv.org,Real
RH355,Infectious Disease,Fake COVID-19 claims: Only older adults at risk,"""Only older adults and young people are at risk"" is a fake claim.",arxiv.org,Real
RH356,Infectious Disease,True COVID-19 claim: 5G doesn't spread COVID,"""5G mobile networks DO NOT spread COVID-19"" is a true claim.",arxiv.org,Real
RH357,Infectious Disease,COVID-19 misinformation causes confusion,Misinformation related to COVID-19 has caused confusion among people and disruptions in society.,arxiv.org,Real
RH358,Infectious Disease,COVID-19 misinformation: chloroquine poisoning,An Arizona man died after ingesting chloroquine to prevent COVID-19.,arxiv.org,Real
RH359,Infectious Disease,COVID-19 5G conspiracy leads to violence,77 cell phone towers set on fire due to 5G COVID-19 conspiracy.,arxiv.org,Real
RH360,Infectious Disease,CoAID dataset helps researchers,"Dataset helps researchers understand, detect, and mitigate COVID-19 misinformation.",arxiv.org,Real
RH361,Infectious Disease,CoAID includes user engagement data,Tweets and replies about COVID-19 news are included.,arxiv.org,Real
RH362,Infectious Disease,CoAID automatically updates with latest news,Dataset records timestamp for automatic updates.,arxiv.org,Real
RH363,Infectious Disease,CoAID includes 204 fake news articles,Fake news articles from fact-checking websites.,arxiv.org,Real
RH364,Infectious Disease,"CoAID includes 3,565 true news articles",True news articles from reliable media outlets.,arxiv.org,Real
RH365,Infectious Disease,CoAID includes 28 fake claims,Short fake claims included for research.,arxiv.org,Real
RH366,Infectious Disease,CoAID includes 454 true claims,True claims included for research.,arxiv.org,Real
RH367,Infectious Disease,CoAID includes 926 social platform posts,"Posts from Facebook, Twitter, Instagram, YouTube, TikTok fact-checked.",arxiv.org,Real
RH368,Infectious Disease,"CoAID includes 296,000 user engagements",User engagements include tweets and replies.,arxiv.org,Real
RH369,Infectious Disease,CoAID ground truth labels for models,Labels for building COVID-19 misinformation detection models.,arxiv.org,Real
RH370,Infectious Disease,"CoAID topics include coronavirus, pneumonia, flu","Topics include COVID-19, coronavirus, pneumonia, flu, lock down, stay home, quarantine, ventilator.",arxiv.org,Real
RH371,Infectious Disease,CoAID data collected Dec 2019-Sep 2020,"Publishing dates range from December 1, 2019 to September 1, 2020.",arxiv.org,Real
RH372,Infectious Disease,CoAID from reliable and fact-checking sources,Dataset constructed from fact-checked and reliable websites.,arxiv.org,Real
RH373,Infectious Disease,CoAID includes news articles and claims,Dataset includes both news articles and short claims.,arxiv.org,Real
RH374,Infectious Disease,CoAID features include title and content,"Newspaper3k used to fetch title, content, abstract, keywords.",arxiv.org,Real
RH375,Infectious Disease,CoAID user engagement from Twitter API,Tweets and replies obtained via Twitter API.,arxiv.org,Real
RH376,Infectious Disease,CoAID user engagement features listed,"Features include user ID, tweets, replies, favorites, retweets, location.",arxiv.org,Real
RH377,Infectious Disease,CoAID social platform posts fact-checked,Posts from five social platforms verified by fact-checking websites.,arxiv.org,Real
RH378,Infectious Disease,CoAID no duplicate fake posts,Count once for each distinctive fake post; duplicates removed.,arxiv.org,Real
RH379,Infectious Disease,CoAID update with timestamp,Records timestamp and uses it as start date for next search.,arxiv.org,Real
RH380,Infectious Disease,CoAID description of extracted features,Table of extracted features described in paper.,arxiv.org,Real
RH381,Infectious Disease,CoAID tweet IDs only due to Twitter Terms,"Due to limitations under Twitter's Terms & Conditions, only tweet IDs are included.",arxiv.org,Real
RH382,Infectious Disease,CoAID aims to call public attention,Aims to call out public attention to COVID-19 misinformation problems.,arxiv.org,Real
RH383,Infectious Disease,CoAID helps develop detection models,Aims to help develop accurate detection and deterrence of misinformation.,arxiv.org,Real
RH384,Infectious Disease,CoAID challenges in debunking misinformation,Debunking COVID-19 misinformation has unique challenges due to fear and rapid spread.,arxiv.org,Real
RH385,Infectious Disease,CoAID fake news leads to people believing myths,"When one keeps seeing fake news, she tends to think it is true, even if she had doubts before.",arxiv.org,Real
RH386,Infectious Disease,CoAID misinformation correction challenges,"""Myths correction message"" may be ineffective or even reduce belief in other facts.",arxiv.org,Real
RH387,Infectious Disease,CoAID includes computational models,State-of-the-art misinformation detection methods run on CoAID dataset.,arxiv.org,Real
RH388,Infectious Disease,CoAID multi-modal information,"Dataset collects all possible features of interests, including multi-modal information.",arxiv.org,Real
RH389,Infectious Disease,CoAID myth and rumor as fake claims,"Termed ""myth"" and ""rumor"" as ""fake claim"" to contrast with ""true claim.""",arxiv.org,Real
RH390,Infectious Disease,CoAID includes self-media posts,True and fake posts originated from self-media platforms.,arxiv.org,Real
RH391,Infectious Disease,CoAID fact-checking websites detailed,"LeadStories, PolitiFact, FactCheck.org, CheckYourFact, AFP Fact Check, Health Feedback.",arxiv.org,Real
RH392,Infectious Disease,CoAID reliable media outlets detailed,"Healthline, ScienceDaily, NIH, MNT, Mayo Clinic, Cleveland Clinic, WebMD, WHO, CDC.",arxiv.org,Real
RH393,Infectious Disease,CoAID claims from WHO official sources,"Referred to WHO official website, WHO official Twitter, and MNT for claims.",arxiv.org,Real
RH394,Infectious Disease,CoAID true news from reliable sources,9 reliable media outlets cross-checked as reliable.,arxiv.org,Real
RH395,Infectious Disease,CoAID fake news from fact-checking websites,URLs from fact-checking websites for fake news.,arxiv.org,Real
RH396,Infectious Disease,CoAID Selenium for html parsing,Used Selenium to parse html structure of web pages to locate URLs.,arxiv.org,Real
RH397,Infectious Disease,CoAID Newspaper3k for content,"Used Newspaper3k to fetch title, content, abstract, keywords.",arxiv.org,Real
